"x"
"1686";919
"1687";242
"1688";816
"1689";1114
"1690";1071
"1691";1212
"1692";523.5
"1693";1836
"1694";712
"1695";855.5
"1696";2722
"1697";2738
"1698";811
"1699";629
"1700";1978
"1701";2641.5
"1702";709
"1703";492
"1704";1773
"1705";2295
"1706";1958.5
"1707";240
"1708";1220
"1709";2331
"1710";630
"1711";1031
"1712";822
"1713";481
"1714";2533.5
"1715";1858
"1716";2316
"1717";2707
"1718";876
"1719";164
"1720";1019
"1721";594
"1722";957
"1723";453
"1724";1660.5
"1725";1711.5
"1726";483
"1727";278
"1728";727
"1729";1593
"1730";136
"1731";1817
"1732";277
"1733";117
"1734";119
"1735";2319
"1736";637
"1737";557
"1738";324
"1739";2951
"1740";2008
"1741";125
"1742";936
"1743";2161.5
"1744";2773
"1745";216.5
"1746";951
"1747";2004
"1748";1125
"1749";2101
"1750";2274
"1751";2381
"1752";2387.5
"1753";2076
"1754";2603
"1755";1536
"1756";1537
"1757";572
"1758";966
"1759";2507.5
"1760";1720
"1761";335
"1762";1488.5
"1763";2411
"1764";2887.5
"1765";514
"1766";241
"1767";3074
"1768";2339
"1769";1209
"1770";2166
"1771";1329
"1772";2453.5
"1773";774
"1774";143
"1775";2557.5
"1776";1292.5
"1777";121
"1778";225
"1779";2181
"1780";2028
"1781";399
"1782";787
"1783";1233
"1784";303
"1785";232
"1786";161
"1787";1142
"1788";726
"1789";683
"1790";49
"1791";1890
"1792";1709
"1793";152
"1794";183
"1795";2202
"1796";2597
"1797";1305.5
"1798";736
"1799";1362
"1800";1806
"1801";1912
"1802";1646
"1803";2194.5
"1804";2698
"1805";2058
"1806";2917
"1807";902
"1808";1518
"1809";960
"1810";766.5
"1811";1159
"1812";2032
"1813";506
"1814";1273
"1815";1748.5
"1816";2974
"1817";536.5
"1818";477
"1819";2998
"1820";2206
"1821";1657
"1822";1445
"1823";784
"1824";2280
"1825";1416
"1826";80
"1827";2114.5
"1828";1538
"1829";810
"1830";736
"1831";1855
"1832";1324
"1833";500.5
"1834";660
"1835";91
"1836";950
"1837";1866
"1838";20
"1839";843
"1840";2145
"1841";2373
"1842";359
"1843";573.5
"1844";1178.5
"1845";1998
"1846";327
"1847";1394
"1848";1130
"1849";1910
"1850";307
"1851";1400
"1852";2836
"1853";2745
"1854";156
"1855";396.5
"1856";2869.5
"1857";2820
"1858";223
"1859";619
"1860";1853
"1861";2602
"1862";1768
"1863";527
"1864";2262
"1865";2943
"1866";215
"1867";989
"1868";1544
"1869";909
"1870";1970
"1871";2112
"1872";2272
"1873";2909
"1874";249
"1875";190
"1876";2325
"1877";1065
"1878";328
"1879";1055
"1880";2583.5
"1881";2485.5
"1882";154
"1883";243
"1884";1036
"1885";1695
"1886";41
"1887";815
"1888";550
"1889";255
"1890";1722
"1891";814
"1892";1662
"1893";201
"1894";271
"1895";1315
"1896";958
"1897";1796
"1898";264
"1899";1070
"1900";759
"1901";1022
"1902";2392
"1903";2384
"1904";918
"1905";1256
"1906";2163
"1907";2971
"1908";677
"1909";378
"1910";389
"1911";1196
"1912";1918
"1913";978
"1914";1186
"1915";2548.5
"1916";762.5
"1917";1499
"1918";456
"1919";355
"1920";2487
"1921";1587
"1922";1478
"1923";2573
"1924";516
"1925";656
"1926";1480
"1927";449
"1928";911
"1929";662
"1930";1439
"1931";1481
"1932";1004
"1933";906
"1934";509
"1935";1435
"1936";118
"1937";1410
"1938";932
"1939";1253.5
"1940";430.5
"1941";2297
"1942";1582.5
"1943";124
"1944";760.5
"1945";1436
"1946";2440
"1947";214
"1948";1314
"1949";1636
"1950";1331
"1951";2171
"1952";2307
"1953";1656
"1954";2323
"1955";2448
"1956";3021.5
"1957";1074
"1958";1263
"1959";74
"1960";377
"1961";2285
"1962";1819
"1963";1137
"1964";2444
"1965";1830
"1966";2465
"1967";982
"1968";471.5
"1969";2797
"1970";2220
"1971";1058
"1972";1979
"1973";945
"1974";1927
"1975";2085.5
"1976";296
"1977";2018
"1978";1512
"1979";1081
"1980";939
"1981";1877
"1982";1629
"1983";1248
"1984";1513.5
"1985";2254
"1986";1732
"1987";1127
"1988";37
"1989";2827
"1990";2516
"1991";545
"1992";510
"1993";2114.5
"1994";2865
"1995";369.5
"1996";552.5
"1997";2009
"1998";1523.5
"1999";1930.5
"2000";1852
"2001";2199
"2002";2700
"2003";1740
"2004";2507.5
"2005";1429
"2006";2442
"2007";854
"2008";549
"2009";2599
"2010";2186
"2011";625.5
"2012";1326.5
"2013";2801
"2014";3009
"2015";1193
"2016";592
"2017";3054
"2018";2530
"2019";1316
"2020";1385
"2021";1380
"2022";2868
"2023";2167.5
"2024";356
"2025";2989
"2026";2122
"2027";1079
"2028";268.5
"2029";2351
"2030";2342
"2031";1184
"2032";1199
"2033";723
"2034";2551.5
"2035";2210
"2036";129
"2037";961
"2038";1527
"2039";2240
"2040";183
"2041";1683
"2042";1234
"2043";2149
"2044";128
"2045";1809
"2046";2941
"2047";2880
"2048";231
"2049";813
"2050";2808
"2051";2838
"2052";87
"2053";903
"2054";2473
"2055";2518
"2056";372
"2057";497
"2058";2093
"2059";2786
"2060";179
"2061";1870
"2062";2170
"2063";1384
"2064";2052
"2065";2382
"2066";2824.5
"2067";3032.5
"2068";36
"2069";257
"2070";2038.5
"2071";1333.5
"2072";465
"2073";1067
"2074";2793
"2075";2649
"2076";61
"2077";395
"2078";1450
"2079";1894
"2080";1154.5
"2081";1681
"2082";1698
"2083";947
"2084";749
"2085";865
"2086";1576
"2087";1284
"2088";627
"2089";1399
"2090";1076
"2091";892
"2092";2712
"2093";2756
"2094";1282
"2095";829
"2096";1461
"2097";2102
"2098";1001
"2099";1035
"2100";1727
"2101";2230.5
"2102";1757
"2103";484
"2104";1121.5
"2105";1783.5
"2106";1084
"2107";1398
"2108";1038
"2109";700.5
"2110";2751
"2111";1826
"2112";2631
"2113";2738
"2114";937
"2115";599
"2116";581
"2117";736
"2118";1235.5
"2119";384
"2120";1423.5
"2121";1352
"2122";1113
"2123";539
"2124";591
"2125";1121.5
"2126";779
"2127";2783
"2128";2079.5
"2129";1352
"2130";1225
"2131";2965
"2132";2895
"2133";1292.5
"2134";1517
"2135";2609
"2136";2082
"2137";2705.5
"2138";2812
"2139";3001
"2140";2717
"2141";1382.5
"2142";1748.5
"2143";2276
"2144";2463
"2145";2106
"2146";1750
"2147";2350
"2148";2041
"2149";673.5
"2150";1238
"2151";2413
"2152";3000
"2153";647
"2154";778
"2155";3139
"2156";2890
"2157";2665
"2158";2627.5
"2159";2514
"2160";2686
