LOCA	num.tree2	num.trap	parcelle	idtrap	strate	Dendrophilus.punctatus	Poecilium.rufipes	Ampedus.rufipennis	Plegaderus.dissectus	Kissophagus.vicinus	Globicornis.fasciata	Cerylon.deplanatum	Agrilus.angustulus	Conopalpus.brevicollis	Cryptophilus.integer	Dorcatoma.chrysomelina	Lymexylon.navale	Microrhagus.pyrenaeus	Teredus.cylindricus	Trox.scaber	Trypodendron.signatum	Silvanus.unidentatus	Corticeus.suberis	Allonyx.quadrimaculatus	Epuraea.sp.	Mycetophagus.fulvicollis	Anaglyptus.mysticus	Xylotrechus.arvicola	Mycetophagus.multipunctatus	Mordellistena.variegata	Obrium.cantharinum	Salpingus.tapirus	Callimus.angulatus	Eidophelus.caucasicus	Anaspis.frontalis	Placonotus.testaceus	Aulonothroscus.brevicollis	Rutpela.maculata	Palorus.depressus	Liocola.marmorata	Gonodera.luperus	Hylis.simonae	Anthrenus.sp.	Symbiotes.sp.	Sulcacis.fronticornis	Pseudeuparius.sepicola	Lichenophanes.varius	Platysoma.compressum	Choragus.sheppardi	Trypophloeus.granulatus	Notolaemus.unifasciatus	Pentaphyllus.testaceus	Hemicrepidius.hirtus	Mesosa.curculionoides	Brachygonus.bouyoni	Ampedus.pomonae	Tenebroides.fuscus	Nemozoma.elongatum	Malthininae	Xyletinus.sp.	Agrilus.obscuricollis	Tillus.elongatus	Hemicoelus.fulvicornis	Cis.villosulus	Dorcatoma.androgyna	Grammoptera.abdominalis	Colydium.elongatum	Dermestes.lardarius	Leiopus.femoratus	Attagenus.punctatus	Cis.fusciclavis	Triplax.rufipes	Platypus.cylindrus	Xylopertha.retusa	Dorcus.parallelipipedus	Anaspis.flava	Attagenus.pellio	Pediacus.dermestoides	Anthribus.nebulosus	Aplocnemus.sp.	Clambus.sp.	Agrilus.hastulifer	Isorhipis.marmottani	Gnorimus.nobilis	Agrilus.olivicolor	Soronia.oblonga	Leiopus.linnei	Ennearthron.cornutum	Paromalus.flavicornis	Aplocnemus.impressus	Ptinomorphus.imperialis	Globicornis.nigripes	Monotoma.picipes	Salpingus.ruficollis	Cryptolestes.corticinus	Allandrus.therondi	Dissoleucas.niveirostris	Plagionotus.detritus	Dorcatoma.substriata	Mordellistena.neuwaldeggiana	Exocentrus.adspersus	Pedostrangalia.revestita	Ropalopus.femoratus	Agrilus.graminis	Cis.boleti	Triplax.lepida	Lissodema.denticolle	Melandrya.barbata	Scolytus.rugulosus	Meliboeus.fulgidicollis	Conopalpus.testaceus	Tritoma.bipustulata	Anthrenus.pimpinellae	Nalassus.laevioctostriatus	Xestobium.rufovillosum	Rhizophagus.bipustulatus	Opilo.pallidus	Anthrenus.scrophulariae	Hemicoelus.costatus	Stictoleptura.scutellata	Rhagium.sycophanta	Tribolium.castaneum	Rhagium.bifasciatum	Dasytes.caeruleus	Coraebus.undatus	Potosia.cuprea	Vincenzellus.ruficollis	Platycerus.caraboides	Pycnomerus.terebrans	Dermestes.bicolor	Ampedus.balteatus	Hedobia.pubescens	Orthocis.alni	Prionocyphon.serricornis	Carcinops.pumilio	Eidophelus.fagi	Attagenus.unicolor	Mesocoelopus.niger	Cryptolestes.duplicatus	Pyrochroa.coccinea	Alphitobius.diaperinus	Mordella.brachyura	Agrilus.laticornis	Deroplia.genei	Latridius.hirtus	Salpingus.planirostris	Cryptolestes.ferrugineus	Nematodes.filum	Ptilinus.pectinicornis	Anaspis.lurida	Cerylon.ferrugineum	Gnathoncus.buyssoni	Orthocis.coluber	Scolytus.carpini	Bitoma.crenata	Cerylon.histeroides	Xyleborus.dryographus	Oligomerus.brunneus	Abdera.quadrifasciata	Ampedus.pomorum	Chlorophorus.glabromaculatus	Aspidiphorus.lareyniei	Brachygonus.megerlei	PTILIIDAE	Dasytes.nigrocyaneus	Poecilium.pusillum	Platystomos.albinus	Uleiota.planatus	Cortodera.humeralis	Diplocoelus.fagi	Stenagostus.rhombeus	Anaspis.garneysi	Colobicus.hirtus	Rhaphitropis.oxyacanthae	Symbiotes.gibberosus	Hyperisus.plumbeum	Ampedus.quercicola	Lathropus.sepicola	Prionychus.fairmairii	Tilloidea.unifasciata	Anaspis.sp.	Cryptarcha.strigata	Clytus.arietis	Soronia.grisea	Phaeochrotes.pudens	Melanotus.villosus	Triplax.russica	Hylastinus.obscurus	Cis.micans	Cryptarcha.undata	Pyrrhidium.sanguineum	Ctesias.serra	Phloiotrya.tenuis	Dromaeolus.barnabita	Gnathoncus.nidorum	Isorhipis.melasoides	Phymatodes.testaceus	Gastrallus.immarginatus	Ischnomera.caerulea	Melasis.buprestoides	Endophloeus.markovichianus	Ampedus.elongatulus	Gastrallus.laevigatus	Chrysobothris.affinis	Ampedus.nigerrimus	Calambus.bipustulatus	Cerambyx.scopolii	Dacne.bipustulata	Opilo.mollis	Tomoxia.bucephala	Anisandrus.dispar	CORYLOPHIDAE	Gasterocercus.depressirostris	Cetonischema.speciosissima	Pseudosphegesthes.cinerea	Potosia.fieberi	Abdera.biflexuosa	Clytus.tropicus	Poecilium.alni	Mycetochara.maura	Taphrorychus.villifrons	Anaspis.regimbarti	Cetonia.aurata	Mesosa.nebulosa	Xylotrechus.antilope	Tropideres.albirostris	Anaspis.maculata	Dasytes.aeratus	Cis.pygmaeus	Litargus.connexus	Trichoferus.pallidus	Cis.striatulus	Scolytus.intricatus	Taphrorychus.bicolor	Lygistopterus.sanguineus	Anaspis.fasciata	Ampedus.sanguinolentus	Megatoma.undata	Clerus.mutillarius	Nacerdes.carniolica	Eulagius.filicornis	Dasytes.pauperculus	Xyleborus.monographus	Cyclorhipidion.bodoanum	Enicmus.sp.	Berginus.tamarisci	Corticariinae	Xyleborinus.saxesenii
Troncais	8	4	350	Troncais84	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	2	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	5	1	0	0	0	1	0	0	2	2	1	0	1	0	0	1	1	0	2	0	1	4	15	0	2	0	3	9	0	3	0	6	2	36	1	28	12
Troncais	9	1	368	Troncais91	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	3	0	2	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	4	0	0	0	0	0	1	0	1	1	5	0	5	0	0	2	1	1	2	0	5	1	3	3	0	9	0	0	12	10	0	4	2	0	12	1	11	11	0	41	14	4
Troncais	9	2	368	Troncais92	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	1	0	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	2	1	0	5	0	6	2	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	3	0	1	2	2	0	0	0	7	1	4	1	2	0	1	0	1	2	1	6	6	3	2	0	2	0	0	4	0	1	0	0	3	4	0	9	6	4	32	12	16	11	1
Troncais	9	3	368	Troncais93	intra.inf	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	3	0	2	1	0	1	4	1	1	0	1	1	0	0	1	0	1	0	0	0	1	3	2	3	1	0	0	0	2	0	0	6	0	1	1	0	3	0	1	0	0	1	11	0	0	0	2	1	0	2	4	1	3	9	0	10	4
Troncais	9	4	368	Troncais94	infra	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	18	0	0	0	3	2	0	15	0	4	1	17	0	31	5
Troncais	10	1	413	Troncais101	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2	3	0	4	0	5	0	0	0	0	0	5	5	1	0	0	4	2	0	6	17	0	1	0	0	1	2	9	1	1	22	4	2
Troncais	10	2	413	Troncais102	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	5	3	0	2	1	1	0	0	1	0	1	0	1	1	0	0	0	2	1	4	5	0	2	0	0	4	2	10	1	3	0	0	0	9	1	0	1	6	0	5	2	0	3	25	4	1	3	6	8	0
Troncais	10	3	413	Troncais103	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	1	0	1	0	0	0	0	0	0	1	2	2	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	1	0	0	2	0	2	1	0	0	1	0	0	2	1	0	2	0	0	0	0	4	0	0	4	3	1	1	0	1	1	3	1	0	1	0	2	0	1	2	5	0	8	2	0	14	14	0	0	32	0	13	0
Troncais	10	4	413	Troncais104	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	2	0	0	0	2	0	2	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	0	2	0	0	3	9	1	0	0	0	0	2	1	0	0	0	0	5	5	0	0	0	8	7	0	8	2	2	0	15	4	9	0
Vierzon	11	1	81	Vierzon111	supra	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1	7	0	0	4	0	6	0	1	0	0	1	1	0	0	0	9	1	6	6	1	2	0	0	11	6	3	1	1	32	2	7	28	23	1	59	34	29
Vierzon	11	2	81	Vierzon112	intra.sup	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	4	0	0	2	0	0	2	0	1	0	0	1	1	0	1	1	0	2	1	1	0	0	0	1	0	0	1	0	2	1	2	1	0	1	0	2	1	5	1	0	0	0	1	5	3	3	1	11	1	0	1	9	2	6	3	9	5	2	2	6	19	3	1	0	4	4	41	6	4	134	0	4	2	63	10	96	18	59
Vierzon	11	3	81	Vierzon113	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	0	3	1	1	0	0	0	0	0	1	1	1	1	0	1	3	0	3	1	1	1	1	0	2	2	2	0	3	2	0	0	4	1	1	0	3	0	3	1	3	1	0	0	0	0	1	2	6	0	3	1	3	1	9	36	25	39	38
Vierzon	11	4	81	Vierzon114	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	6	0	0	0	1	1	0	4	0	0	1	1	1	0	1	0	0	1	1	6	0	0	0	3	0	0	0	0	1	0	0	2	1	0	2	1	0	2	1	0	2	4	1	0	1	0	0	0	2	4	1	2	1	0	1	1	11	9	32	37
Vierzon	12	1	22	Vierzon121	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	3	1	1	0	0	0	1	0	0	0	3	3	0	0	3	0	3	1	7	0	3	1	0	8	2	1	2	1	17	1	0	11	1	0	19	10	9	2	1	11	23	7	4	18	1	12	21	25
Vierzon	12	2	22	Vierzon122	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	2	2	0	3	1	0	0	1	0	1	0	1	0	1	1	4	0	1	3	0	8	0	0	3	1	0	3	2	0	2	1	0	4	0	1	2	4	0	3	1	0	1	7	4	1	1	1	4	3	0	5	1	0	0	1	12	2	1	6	6	11	2	5	30	13	11	124
Vierzon	12	3	22	Vierzon123	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	2	1	10	1	2	0	0	1	0	0	0	3	0	2	0	0	1	0	0	1	2	4	0	1	0	3	0	0	2	2	4	0	4	3	3	0	18	0	16	224
Vierzon	12	4	22	Vierzon124	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	1	2	1	0	0	1	1	0	0	2	0	0	1	2	0	29	5	1	0	0	1	0	0	0	1	1	0	1	2	0	0	0	0	0	9	1	0	1	2	0	0	2	3	4	0	13	1	3	3	15	0	20	228
Vierzon	13	1	63	Vierzon131	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	2	0	0	2	0	0	2	0	1	0	0	1	0	0	4	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	4	0	0	1	0	1	0	0	0	0	2	4	1	3	1	1	9	1	4	0	0	4	0	12	13	0	2	0	13	0	8	7	1	0	3	5	0	4	16	30	13	11	49	20	1	69	24	20
Vierzon	13	2	63	Vierzon132	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	7	0	1	1	3	3	1	0	0	0	0	0	1	0	2	3	2	1	1	0	0	1	12	0	0	0	0	0	0	1	0	0	2	1	0	2	3	1	3	0	3	1	1	2	0	6	10	0	3	1	4	5	0	1	7	3	5	18	11	0	1	1	3	8	3	6	0	2	0	0	8	32	34	0	3	14	14	1	65	10	8
Vierzon	13	3	63	Vierzon133	intra.inf	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	2	0	2	10	0	3	4	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	0	1	5	6	14	2	3	24
Vierzon	13	4	63	Vierzon134	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	9	0	10	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	1	0	1	11	3	0	2	18
